Study_Hours,Attendance,Previous_Score,Assignments_Completed,Sleep_Hours,Participation,Internet_Access_Yes,Extracurricular_Yes
0.42105263157894735,0.5808823529411765,0.6285714285714286,0.28571428571428564,0.4666666666666667,0.6666666666666665,1.0,0.0
0.19999999999999996,0.32904411764705876,0.6814285714285715,0.42857142857142855,0.4,0.1111111111111111,1.0,0.0
0.5894736842105261,0.45220588235294124,0.44,0.28571428571428564,0.6333333333333332,0.2222222222222222,1.0,1.0
0.16842105263157894,0.6066176470588235,0.8799999999999999,0.857142857142857,0.15000000000000002,0.0,1.0,1.0
0.46315789473684216,0.4062500000000001,0.27999999999999997,0.28571428571428564,0.25,0.8888888888888888,0.0,0.0
0.010526315789473675,0.511029411764706,0.2285714285714286,0.0,0.25,0.6666666666666665,1.0,1.0
0.1368421052631579,0.8180147058823529,0.5914285714285714,0.42857142857142855,0.65,0.0,1.0,1.0
0.46315789473684216,0.4687499999999999,0.7671428571428571,0.7142857142857142,0.8166666666666668,0.2222222222222222,1.0,1.0
0.5789473684210527,0.7794117647058824,0.9042857142857141,0.5714285714285714,0.45000000000000007,0.3333333333333333,1.0,0.0
0.45263157894736833,0.34558823529411786,0.44428571428571434,0.0,0.43333333333333324,0.3333333333333333,1.0,1.0
0.39999999999999997,0.7132352941176473,0.7742857142857142,0.0,0.4833333333333333,0.4444444444444445,1.0,0.0
0.3578947368421052,0.9136029411764707,0.5342857142857143,0.7142857142857142,0.6999999999999998,0.2222222222222222,1.0,1.0
0.10526315789473684,0.049632352941176405,0.5057142857142858,0.42857142857142855,0.2833333333333333,0.2222222222222222,1.0,0.0
0.2736842105263158,0.4191176470588237,0.7328571428571427,0.42857142857142855,0.5166666666666665,0.0,1.0,1.0
0.3263157894736842,0.7224264705882354,0.6828571428571428,0.9999999999999998,0.6666666666666666,0.6666666666666665,1.0,0.0
0.6421052631578947,0.551470588235294,0.20571428571428568,0.857142857142857,0.5666666666666668,1.0,1.0,0.0
0.4947368421052632,0.6783088235294118,0.8585714285714283,0.28571428571428564,0.4999999999999999,0.0,0.0,0.0
0.05263157894736842,0.4632352941176471,0.8385714285714285,0.857142857142857,0.6666666666666666,0.1111111111111111,1.0,0.0
0.48421052631578937,0.613970588235294,0.40857142857142864,0.7142857142857142,0.0,0.3333333333333333,1.0,0.0
0.3368421052631579,0.5606617647058824,0.6271428571428572,0.857142857142857,0.6,0.3333333333333333,1.0,0.0
0.2736842105263158,0.8529411764705882,0.6485714285714286,0.7142857142857142,0.33333333333333337,0.4444444444444445,1.0,0.0
0.5473684210526315,0.6525735294117646,0.5985714285714285,0.42857142857142855,0.09999999999999998,0.1111111111111111,1.0,0.0
0.6421052631578947,0.670955882352941,0.4242857142857143,0.28571428571428564,0.5666666666666668,0.3333333333333333,1.0,1.0
0.6210526315789473,0.5055147058823529,0.3985714285714285,0.857142857142857,0.7333333333333333,0.0,1.0,1.0
0.2421052631578947,0.4871323529411763,0.5371428571428571,0.0,0.43333333333333324,0.1111111111111111,1.0,1.0
0.3578947368421052,0.4999999999999999,0.794285714285714,0.14285714285714285,0.65,0.0,1.0,0.0
0.4947368421052632,0.6819852941176471,0.6599999999999999,0.9999999999999998,0.7833333333333331,1.0,1.0,1.0
0.631578947368421,0.5018382352941179,0.4628571428571428,0.5714285714285714,0.7333333333333333,1.0,1.0,1.0
0.3157894736842105,0.6599264705882354,0.7085714285714284,0.0,0.8000000000000002,0.3333333333333333,1.0,0.0
0.3789473684210526,1.0,0.0,0.42857142857142855,0.6166666666666666,0.3333333333333333,1.0,0.0
0.1894736842105263,0.7886029411764707,0.7885714285714285,0.5714285714285714,0.4833333333333333,0.6666666666666665,1.0,0.0
0.16842105263157894,0.5238970588235293,0.16999999999999998,0.14285714285714285,0.15000000000000002,1.0,1.0,1.0
0.5894736842105261,0.860294117647059,0.4657142857142857,0.14285714285714285,0.41666666666666663,0.8888888888888888,1.0,0.0
0.7052631578947368,0.5055147058823529,0.3028571428571429,0.28571428571428564,0.29999999999999993,0.8888888888888888,1.0,1.0
0.4105263157894737,0.14522058823529416,0.26571428571428574,0.5714285714285714,0.9,0.4444444444444445,1.0,1.0
0.631578947368421,0.3731617647058826,0.7914285714285714,0.28571428571428564,0.43333333333333324,1.0,1.0,1.0
0.4947368421052632,0.18382352941176483,0.4428571428571429,0.0,0.4833333333333333,0.0,1.0,1.0
0.28421052631578947,0.5183823529411765,0.6171428571428572,0.7142857142857142,0.5833333333333334,0.0,1.0,1.0
0.4947368421052632,0.5992647058823529,0.5328571428571429,0.7142857142857142,0.4833333333333333,0.5555555555555556,0.0,0.0
0.7473684210526315,0.9650735294117646,0.6457142857142857,0.7142857142857142,0.8000000000000002,0.1111111111111111,1.0,1.0
0.4105263157894737,0.667279411764706,0.56,0.5714285714285714,0.35,0.7777777777777777,1.0,0.0
0.7473684210526315,0.547794117647059,0.2685714285714285,0.7142857142857142,0.4999999999999999,0.8888888888888888,1.0,0.0
0.0,0.7794117647058824,0.7557142857142858,0.0,0.31666666666666676,0.3333333333333333,1.0,1.0
0.5894736842105261,0.10845588235294124,0.4371428571428571,0.28571428571428564,0.20000000000000007,0.4444444444444445,1.0,0.0
0.4421052631578947,0.6470588235294118,0.21000000000000002,0.5714285714285714,0.35,0.7777777777777777,1.0,1.0
0.3578947368421052,0.7665441176470588,0.45142857142857146,0.28571428571428564,0.4666666666666667,0.2222222222222222,1.0,0.0
0.4421052631578947,0.27022058823529405,0.8642857142857143,0.5714285714285714,0.3833333333333332,0.4444444444444445,1.0,1.0
0.0,0.8474264705882354,0.7257142857142855,0.28571428571428564,0.33333333333333337,0.2222222222222222,1.0,1.0
0.3789473684210526,0.670955882352941,0.46857142857142847,0.14285714285714285,0.18333333333333324,1.0,1.0,1.0
0.4947368421052632,0.5036764705882354,0.46857142857142847,0.28571428571428564,0.45000000000000007,0.2222222222222222,1.0,0.0
0.736842105263158,0.7352941176470588,0.47428571428571437,0.7142857142857142,0.16666666666666663,0.2222222222222222,1.0,0.0
0.3157894736842105,1.0,0.9885714285714284,0.14285714285714285,0.6166666666666666,0.6666666666666665,1.0,1.0
0.2526315789473684,0.636029411764706,0.6242857142857143,0.28571428571428564,0.4833333333333333,0.6666666666666665,1.0,0.0
0.3157894736842105,0.6507352941176471,0.6357142857142857,0.5714285714285714,0.18333333333333324,0.6666666666666665,1.0,0.0
0.6105263157894736,0.4944852941176471,0.7642857142857142,0.5714285714285714,0.4,1.0,1.0,0.0
0.4947368421052632,0.40808823529411764,0.5942857142857141,0.9999999999999998,0.31666666666666676,0.7777777777777777,1.0,0.0
0.3052631578947368,0.7794117647058824,0.48714285714285704,0.5714285714285714,0.5333333333333333,0.4444444444444445,1.0,0.0
0.5263157894736843,0.4062500000000001,0.5014285714285713,0.42857142857142855,0.7333333333333333,0.4444444444444445,1.0,0.0
0.4421052631578947,0.6121323529411765,0.5271428571428571,0.0,0.08333333333333337,0.3333333333333333,1.0,0.0
0.6210526315789473,0.4908088235294118,0.5342857142857143,0.5714285714285714,0.4833333333333333,0.6666666666666665,1.0,1.0
0.2736842105263158,0.7003676470588237,0.6985714285714286,0.14285714285714285,0.43333333333333324,1.0,1.0,1.0
0.34736842105263155,0.6691176470588235,0.5542857142857143,0.9999999999999998,0.6,0.3333333333333333,1.0,1.0
0.3368421052631579,0.8253676470588235,0.7,0.5714285714285714,0.5166666666666665,0.1111111111111111,0.0,0.0
0.11578947368421053,0.48345588235294124,0.5257142857142856,0.42857142857142855,0.31666666666666676,0.3333333333333333,1.0,0.0
0.48421052631578937,0.5367647058823529,0.56,0.7142857142857142,0.4,0.7777777777777777,1.0,1.0
0.47368421052631576,0.3805147058823529,0.11428571428571427,0.14285714285714285,0.29999999999999993,0.8888888888888888,1.0,0.0
0.42105263157894735,0.49816176470588236,0.7385714285714284,0.42857142857142855,0.6833333333333332,0.2222222222222222,1.0,0.0
0.3684210526315789,0.6783088235294118,0.6171428571428572,0.7142857142857142,0.4666666666666667,0.6666666666666665,0.0,1.0
0.1263157894736842,0.7628676470588235,0.7571428571428571,0.857142857142857,0.85,0.8888888888888888,1.0,0.0
0.3368421052631579,0.391544117647059,0.0,0.857142857142857,0.45000000000000007,0.3333333333333333,1.0,1.0
0.34736842105263155,0.7867647058823531,0.99,0.14285714285714285,0.31666666666666676,1.0,1.0,1.0
0.2526315789473684,0.895220588235294,0.5128571428571429,0.28571428571428564,0.16666666666666663,0.2222222222222222,1.0,0.0
0.3894736842105263,0.6875000000000001,0.7799999999999998,0.0,0.09999999999999998,0.4444444444444445,1.0,0.0
0.5052631578947369,1.0,0.32,0.9999999999999998,0.15000000000000002,0.0,0.0,1.0
0.8210526315789475,0.4246323529411765,0.6742857142857142,0.0,0.5166666666666665,0.2222222222222222,1.0,0.0
0.45263157894736833,0.3216911764705882,0.3171428571428572,0.42857142857142855,0.5666666666666668,0.7777777777777777,1.0,0.0
0.47368421052631576,0.204044117647059,0.40857142857142864,0.7142857142857142,0.15000000000000002,0.7777777777777777,1.0,1.0
0.4105263157894737,0.926470588235294,0.9528571428571428,0.0,0.65,0.3333333333333333,1.0,1.0
0.021052631578947364,0.7408088235294118,0.5014285714285713,0.7142857142857142,0.3666666666666666,0.1111111111111111,1.0,0.0
0.4105263157894737,0.582720588235294,0.5899999999999999,0.7142857142857142,0.4999999999999999,0.7777777777777777,1.0,1.0
0.431578947368421,0.6580882352941179,0.7299999999999998,0.42857142857142855,0.7833333333333331,0.7777777777777777,0.0,0.0
0.9368421052631579,0.3474264705882354,0.6485714285714286,0.42857142857142855,0.65,1.0,1.0,0.0
0.3789473684210526,1.0,0.5757142857142856,0.42857142857142855,0.41666666666666663,0.3333333333333333,1.0,0.0
0.48421052631578937,0.6249999999999999,0.6214285714285714,0.0,0.2833333333333333,0.2222222222222222,1.0,1.0
0.4105263157894737,0.6194852941176471,1.0,0.857142857142857,0.033333333333333326,0.1111111111111111,1.0,0.0
0.17894736842105263,0.7555147058823529,0.5299999999999998,0.42857142857142855,0.31666666666666676,0.8888888888888888,1.0,1.0
0.663157894736842,0.7022058823529412,0.5857142857142856,0.9999999999999998,0.41666666666666663,0.0,1.0,1.0
0.5789473684210527,0.6452205882352943,0.7685714285714285,0.0,0.2666666666666666,0.6666666666666665,1.0,1.0
0.5894736842105261,0.42095588235294124,0.7799999999999998,0.42857142857142855,0.43333333333333324,0.4444444444444445,1.0,1.0
0.23157894736842105,0.7003676470588237,0.7971428571428569,0.5714285714285714,0.4833333333333333,0.7777777777777777,1.0,0.0
0.7157894736842105,1.0,0.6799999999999999,0.7142857142857142,0.41666666666666663,0.3333333333333333,1.0,0.0
0.1263157894736842,0.8915441176470588,0.29857142857142854,0.9999999999999998,0.33333333333333337,0.6666666666666665,1.0,1.0
0.5473684210526315,0.9466911764705882,0.8928571428571428,0.42857142857142855,0.4999999999999999,0.4444444444444445,1.0,0.0
0.8842105263157896,0.48345588235294124,0.2971428571428571,0.14285714285714285,0.5499999999999999,0.4444444444444445,1.0,1.0
0.21052631578947367,0.37683823529411764,0.607142857142857,0.7142857142857142,0.25,0.8888888888888888,1.0,0.0
0.3052631578947368,0.5680147058823529,0.3814285714285715,0.7142857142857142,0.7499999999999999,0.8888888888888888,1.0,1.0
0.4421052631578947,0.6084558823529412,0.5285714285714285,0.42857142857142855,0.45000000000000007,0.8888888888888888,1.0,0.0
0.3157894736842105,0.8363970588235293,0.6128571428571428,0.857142857142857,0.4666666666666667,0.5555555555555556,1.0,0.0
0.09473684210526315,0.2224264705882354,0.6114285714285714,0.28571428571428564,0.6,0.5555555555555556,1.0,0.0
0.431578947368421,0.9338235294117648,0.6328571428571428,0.857142857142857,0.5166666666666665,0.4444444444444445,1.0,1.0
0.19999999999999996,0.5606617647058824,0.8885714285714286,0.42857142857142855,0.65,0.8888888888888888,1.0,1.0
0.5157894736842106,0.5018382352941179,0.6399999999999999,0.7142857142857142,0.5166666666666665,1.0,1.0,0.0
0.23157894736842105,0.3731617647058826,0.48999999999999994,0.9999999999999998,0.35,0.7777777777777777,1.0,1.0
0.7473684210526315,0.22977941176470595,0.75,0.14285714285714285,0.5333333333333333,0.6666666666666665,1.0,1.0
0.2526315789473684,0.7775735294117648,0.7971428571428569,0.9999999999999998,0.2333333333333334,0.6666666666666665,1.0,1.0
0.3578947368421052,0.6121323529411765,0.27999999999999997,0.9999999999999998,0.4833333333333333,0.5555555555555556,1.0,0.0
0.5894736842105261,0.31066176470588236,0.6714285714285713,0.7142857142857142,0.4666666666666667,0.4444444444444445,1.0,0.0
0.15789473684210525,0.31066176470588236,0.6928571428571428,0.857142857142857,0.43333333333333324,0.3333333333333333,1.0,0.0
0.47368421052631576,0.5220588235294118,0.4785714285714286,0.14285714285714285,0.43333333333333324,0.2222222222222222,1.0,1.0
0.6947368421052631,0.9632352941176471,0.837142857142857,0.0,0.08333333333333337,0.2222222222222222,1.0,1.0
0.08421052631578949,0.5386029411764707,0.51,0.5714285714285714,0.35,0.5555555555555556,1.0,0.0
0.46315789473684216,0.26470588235294124,0.5700000000000001,0.7142857142857142,0.4833333333333333,0.3333333333333333,1.0,0.0
0.47368421052631576,0.5422794117647057,0.5057142857142858,0.42857142857142855,0.4999999999999999,0.5555555555555556,1.0,1.0
0.5894736842105261,0.5349264705882354,0.5457142857142858,0.0,0.2666666666666666,0.2222222222222222,0.0,0.0
0.15789473684210525,0.0,0.30857142857142855,0.5714285714285714,0.7166666666666667,0.3333333333333333,1.0,1.0
0.14736842105263157,0.582720588235294,0.23428571428571426,0.42857142857142855,0.29999999999999993,0.8888888888888888,0.0,0.0
0.5263157894736843,0.5441176470588237,0.8842857142857143,0.9999999999999998,0.6666666666666666,0.4444444444444445,1.0,1.0
0.48421052631578937,0.7500000000000001,0.3614285714285714,0.28571428571428564,0.5499999999999999,0.6666666666666665,1.0,0.0
0.47368421052631576,1.0,0.33,0.42857142857142855,0.33333333333333337,1.0,1.0,0.0
0.4947368421052632,0.8437500000000001,0.08142857142857146,0.14285714285714285,0.8166666666666668,0.1111111111111111,0.0,0.0
0.2736842105263158,0.5367647058823529,0.40571428571428564,0.14285714285714285,0.2333333333333334,0.4444444444444445,1.0,1.0
0.47368421052631576,0.3511029411764707,0.26000000000000006,0.28571428571428564,0.65,0.8888888888888888,1.0,0.0
0.48421052631578937,1.0,0.8942857142857141,0.0,0.6666666666666666,0.2222222222222222,1.0,1.0
0.2736842105263158,0.6084558823529412,0.7585714285714285,0.5714285714285714,0.33333333333333337,0.8888888888888888,1.0,1.0
0.8105263157894735,0.5992647058823529,0.39571428571428574,0.42857142857142855,0.7499999999999999,0.5555555555555556,1.0,0.0
0.5157894736842106,0.5900735294117648,1.0,0.14285714285714285,0.41666666666666663,0.3333333333333333,1.0,0.0
0.16842105263157894,0.6397058823529412,0.7528571428571429,0.0,0.5166666666666665,0.6666666666666665,1.0,0.0
0.5578947368421052,0.5643382352941176,0.4728571428571429,0.28571428571428564,0.5166666666666665,0.7777777777777777,1.0,0.0
0.2210526315789474,0.4687499999999999,0.007142857142857173,0.857142857142857,0.43333333333333324,0.5555555555555556,1.0,1.0
0.5894736842105261,0.47426470588235314,1.0,0.7142857142857142,0.6333333333333332,0.4444444444444445,1.0,1.0
0.663157894736842,0.5882352941176471,0.24571428571428572,0.857142857142857,0.6333333333333332,0.5555555555555556,1.0,1.0
0.2526315789473684,0.4761029411764707,0.19,0.857142857142857,0.1166666666666667,0.4444444444444445,0.0,0.0
0.6210526315789473,0.4375000000000001,0.7614285714285713,0.14285714285714285,0.7333333333333333,0.7777777777777777,1.0,0.0
0.5052631578947369,0.6194852941176471,1.0,0.9999999999999998,0.1333333333333333,0.0,1.0,0.0
0.5894736842105261,0.5386029411764707,0.8399999999999999,0.9999999999999998,0.6666666666666666,0.6666666666666665,1.0,1.0
0.8210526315789475,0.926470588235294,0.6642857142857141,0.28571428571428564,0.6999999999999998,1.0,1.0,1.0
0.3684210526315789,0.011029411764705954,0.6699999999999999,0.42857142857142855,0.25,1.0,1.0,0.0
0.2631578947368421,0.8363970588235293,0.7257142857142855,0.9999999999999998,0.3833333333333332,0.1111111111111111,1.0,1.0
0.23157894736842105,0.8713235294117648,0.7057142857142857,0.857142857142857,0.25,0.8888888888888888,1.0,0.0
0.2526315789473684,0.1378676470588236,0.6028571428571428,0.9999999999999998,0.41666666666666663,0.0,1.0,0.0
0.39999999999999997,0.5202205882352943,0.5657142857142856,0.857142857142857,0.4,1.0,1.0,0.0
0.4947368421052632,0.5128676470588235,0.5299999999999998,0.5714285714285714,0.6166666666666666,0.5555555555555556,1.0,1.0
0.48421052631578937,0.2849264705882354,0.3814285714285715,0.14285714285714285,0.7333333333333333,0.8888888888888888,1.0,1.0
0.6000000000000001,0.4246323529411765,0.4828571428571428,0.14285714285714285,0.7499999999999999,0.0,0.0,1.0
0.42105263157894735,0.3511029411764707,0.18,0.42857142857142855,0.35,0.3333333333333333,1.0,1.0
0.7263157894736842,0.9816176470588235,0.5214285714285714,0.9999999999999998,0.41666666666666663,0.3333333333333333,1.0,1.0
0.3684210526315789,0.8014705882352943,0.33142857142857146,0.9999999999999998,0.1333333333333333,0.8888888888888888,1.0,0.0
0.9894736842105263,0.8768382352941176,0.30571428571428566,0.7142857142857142,0.29999999999999993,0.4444444444444445,1.0,0.0
0.5578947368421052,0.7555147058823529,0.5814285714285714,0.0,0.6666666666666666,0.4444444444444445,1.0,1.0
0.2421052631578947,0.3474264705882354,0.8414285714285714,0.5714285714285714,0.7833333333333331,0.5555555555555556,1.0,1.0
0.19999999999999996,0.47977941176470595,0.74,0.14285714285714285,0.21666666666666667,0.0,1.0,1.0
0.5263157894736843,0.704044117647059,0.20571428571428568,0.5714285714285714,0.35,0.0,1.0,1.0
0.3789473684210526,0.3253676470588235,0.33142857142857146,0.14285714285714285,0.4666666666666667,0.8888888888888888,1.0,0.0
0.5684210526315789,0.7536764705882352,0.7442857142857142,0.5714285714285714,0.5166666666666665,0.2222222222222222,1.0,1.0
0.5157894736842106,0.5422794117647057,0.3328571428571428,0.28571428571428564,0.29999999999999993,0.3333333333333333,1.0,1.0
0.4105263157894737,0.5128676470588235,0.49428571428571416,0.857142857142857,0.5499999999999999,0.0,1.0,1.0
0.2421052631578947,0.7518382352941176,0.6614285714285713,0.14285714285714285,0.3666666666666666,0.8888888888888888,1.0,0.0
0.10526315789473684,0.6930147058823529,0.3357142857142857,0.5714285714285714,0.4666666666666667,0.7777777777777777,1.0,0.0
0.3263157894736842,0.516544117647059,0.5657142857142856,0.9999999999999998,0.5833333333333334,0.1111111111111111,1.0,1.0
0.6000000000000001,0.8511029411764707,0.2571428571428572,0.0,0.4666666666666667,0.7777777777777777,1.0,0.0
0.46315789473684216,0.3566176470588235,0.4142857142857143,0.28571428571428564,0.3833333333333332,0.6666666666666665,1.0,0.0
0.15789473684210525,0.7316176470588237,0.6114285714285714,0.28571428571428564,0.45000000000000007,0.5555555555555556,1.0,0.0
0.45263157894736833,0.7261029411764705,0.20142857142857146,0.0,0.45000000000000007,0.0,1.0,1.0
0.5052631578947369,0.5275735294117646,0.637142857142857,0.5714285714285714,0.4,0.6666666666666665,1.0,0.0
0.23157894736842105,0.667279411764706,0.5385714285714287,0.9999999999999998,0.41666666666666663,1.0,1.0,0.0
0.45263157894736833,0.3198529411764707,0.6614285714285713,0.42857142857142855,0.7833333333333331,0.6666666666666665,1.0,0.0
0.431578947368421,0.7996323529411763,0.5914285714285714,0.0,0.5833333333333334,0.8888888888888888,1.0,0.0
0.17894736842105263,0.5551470588235293,0.8357142857142856,0.5714285714285714,0.4,0.0,1.0,0.0
0.4947368421052632,0.47977941176470595,0.5700000000000001,0.0,0.6,0.1111111111111111,1.0,1.0
0.5368421052631578,0.827205882352941,0.45142857142857146,0.0,0.4,0.8888888888888888,1.0,0.0
0.6526315789473685,0.43933823529411764,0.5685714285714285,0.14285714285714285,0.6999999999999998,0.8888888888888888,0.0,0.0
0.6421052631578947,0.2849264705882354,0.6585714285714284,0.5714285714285714,0.5333333333333333,0.5555555555555556,0.0,0.0
0.1263157894736842,0.25183823529411764,0.5528571428571429,0.42857142857142855,0.45000000000000007,0.5555555555555556,1.0,1.0
0.2210526315789474,0.729779411764706,0.5514285714285714,0.857142857142857,0.5499999999999999,0.3333333333333333,0.0,0.0
0.5263157894736843,0.3125000000000001,0.39285714285714285,0.14285714285714285,0.15000000000000002,0.3333333333333333,0.0,0.0
0.5263157894736843,0.983455882352941,0.4014285714285714,0.0,0.2333333333333334,0.4444444444444445,1.0,1.0
0.5263157894736843,0.13602941176470584,0.24285714285714283,0.857142857142857,0.2333333333333334,0.2222222222222222,1.0,0.0
1.0,0.9705882352941179,0.917142857142857,0.7142857142857142,0.4999999999999999,0.0,1.0,0.0
0.5368421052631578,0.6415441176470588,0.27571428571428563,0.857142857142857,0.8166666666666668,0.0,1.0,0.0
0.663157894736842,0.573529411764706,0.3942857142857143,0.0,0.9166666666666666,0.6666666666666665,1.0,1.0
0.6210526315789473,0.4761029411764707,0.3885714285714286,0.0,0.6,0.0,1.0,1.0
0.5578947368421052,0.6838235294117646,0.7342857142857142,0.9999999999999998,0.5666666666666668,0.0,0.0,0.0
0.3578947368421052,0.5863970588235295,0.48000000000000004,0.5714285714285714,0.09999999999999998,0.2222222222222222,1.0,1.0
0.5789473684210527,0.8382352941176471,0.81,0.5714285714285714,0.35,1.0,1.0,0.0
0.2631578947368421,0.6213235294117648,0.3985714285714285,0.14285714285714285,0.31666666666666676,0.3333333333333333,1.0,0.0
0.3684210526315789,0.6286764705882352,0.6028571428571428,0.42857142857142855,0.35,0.3333333333333333,1.0,0.0
0.3157894736842105,0.514705882352941,0.36428571428571427,0.14285714285714285,0.43333333333333324,0.1111111111111111,0.0,1.0
0.4421052631578947,0.582720588235294,1.0,0.28571428571428564,0.3666666666666666,0.0,1.0,0.0
0.9052631578947368,0.6636029411764707,0.28857142857142865,0.0,0.06666666666666676,0.2222222222222222,1.0,1.0
0.031578947368421054,0.2187500000000001,0.6085714285714283,0.857142857142857,0.6166666666666666,0.3333333333333333,1.0,1.0
0.5684210526315789,0.29779411764705876,0.6785714285714286,0.7142857142857142,0.25,0.2222222222222222,1.0,1.0
0.08421052631578949,0.7591911764705884,0.6314285714285715,0.0,0.5166666666666665,0.7777777777777777,1.0,1.0
0.3263157894736842,0.6341911764705882,0.5028571428571429,0.0,0.8833333333333334,1.0,1.0,0.0
0.6526315789473685,0.5551470588235293,0.5157142857142856,0.14285714285714285,0.2833333333333333,0.0,1.0,0.0
0.431578947368421,0.5992647058823529,0.5528571428571429,0.7142857142857142,0.0,0.1111111111111111,1.0,1.0
0.1894736842105263,0.672794117647059,0.5114285714285713,0.7142857142857142,0.41666666666666663,0.6666666666666665,1.0,0.0
0.2736842105263158,0.4761029411764707,0.75,0.7142857142857142,0.6833333333333332,0.3333333333333333,1.0,1.0
0.5684210526315789,0.4246323529411765,1.0,0.14285714285714285,0.8666666666666666,0.7777777777777777,1.0,0.0
0.2631578947368421,0.6397058823529412,0.4228571428571429,0.0,0.21666666666666667,0.2222222222222222,1.0,0.0
0.46315789473684216,0.3805147058823529,0.25000000000000006,0.14285714285714285,0.5666666666666668,0.5555555555555556,1.0,0.0
0.431578947368421,0.6856617647058826,0.5242857142857142,0.5714285714285714,0.3666666666666666,0.8888888888888888,1.0,1.0
0.28421052631578947,0.22058823529411764,1.0,0.5714285714285714,0.45000000000000007,0.0,1.0,0.0
0.8736842105263158,0.8216911764705882,0.36999999999999994,0.14285714285714285,0.9999999999999999,0.0,1.0,1.0
0.5578947368421052,0.7003676470588237,0.8942857142857141,0.7142857142857142,0.16666666666666663,0.7777777777777777,1.0,0.0
0.0,0.6525735294117646,0.9028571428571428,0.9999999999999998,0.5166666666666665,0.2222222222222222,1.0,1.0
0.46315789473684216,0.8124999999999999,0.4242857142857143,0.0,0.5666666666666668,0.4444444444444445,1.0,0.0
